EUNIS_2022_Code,Abrasion/disturbance of the substrate on the surface of the seabed,Barrier to species movement,Changes in suspended solids (water clarity),"Collision BELOW water with static or moving objects not naturally found in the marine environment (e.g., boats, machinery, and structures)",Deoxygenation,Electromagnetic changes,"Emergence regime changes, including tidal level change considerations",Genetic modification & translocation of indigenous species,Global warming (Extreme),Global warming (High),Global warming (Middle),Habitat structure changes - removal of substratum (extraction),Hydrocarbon & PAH contamination.  Includes those priority substances listed in Annex II of Directive 2008/105/EC.,Introduction of light,Introduction of microbial pathogens,"Introduction of other substances (solid, liquid or gas)",Introduction or spread of invasive non-indigenous species (INIS),Litter,Marine heatwaves (High),Marine heatwaves (Middle),Nutrient enrichment,Ocean Acidification (High),Ocean Acidification (Middle),Organic enrichment,"Penetration and/or disturbance of the substrate below the surface of the seabed, including abrasion",Physical change (to another seabed type),Physical change (to another sediment type),Physical loss (to land or freshwater habitat),Radionuclide contamination,Removal of non-target species,Removal of target species,Salinity decrease,Salinity increase,Sea level rise (Extreme),Sea level rise (High),Sea level rise (Middle),Smothering and siltation rate changes (Heavy),Smothering and siltation rate changes (Light),"Synthetic compound contamination (incl. pesticides, antifoulants, pharmaceuticals).  Includes those priority substances listed in Annex II of Directive 2008/105/EC.",Temperature decrease,Temperature increase,Transition elements & organo-metal (e.g. TBT) contamination.  Includes those priority substances listed in Annex II of Directive 2008/105/EC.,Underwater noise changes,Visual disturbance,"Water flow (tidal current) changes, including sediment transport considerations",Wave exposure changes
MC1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,3,0,3,0,3,0,0,0,0,3,1,0,2,0,0,0,0,2,0
MC12,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,3,0,3,0,3,0,0,0,0,3,1,0,2,0,0,0,0,2,0
MC121,2,0,2,0,2,0,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,2,3,3,3,0,2,3,2,2,0,0,0,2,1,0,2,2,0,0,0,0,0
MC1211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
MC1212,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0
MC12121,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0
MC12122,1,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,3,3,0,2,2,0,0,3,0,3,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
MC1213,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
MC12131,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,0,0,0,3,0,0,2,0,0,0,0,0,0
MC12132,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0
MC12133,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
MC1214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
MC1215,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,3,0,2,3,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0
MC1216,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
MC12161,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
MC12162,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
MC12163,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
MC1217,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MC1218,2,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MC1219,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
MC121A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
MC121B,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MC122,2,1,0,0,2,0,0,0,3,3,3,0,3,0,2,0,3,0,3,3,0,2,2,2,0,3,0,3,0,3,3,2,2,0,0,0,2,2,3,2,2,3,0,0,2,0
MC1221,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,3,0,2,3,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0
MC12211,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,3,0,2,3,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0
MC12212,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,3,0,2,3,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0
MC1222,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,1,0,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0
MC12221,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
MC12222,1,0,0,0,2,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,3,0,2,0,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0
MC1223,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0
MC1224,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,2,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0
MC12241,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
MC12242,1,0,0,0,1,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,3,3,1,0,3,0,3,0,2,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0
MC12243,1,0,0,0,1,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,2,2,1,0,3,0,3,0,2,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0
MC12244,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
MC12245,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
MC12246,1,0,0,0,1,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,3,3,1,0,3,0,3,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
MC1225,1,0,0,0,2,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,2,2,0,0,3,0,3,0,2,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0
MC1226,2,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,2,0,0,0,0,0,2,2,3,0,0,3,0,0,2,0
MC1227,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
MC123,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,2,2,2,0,0,0,3,2,0,2,2,0,0,0,1,0
MC1231,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,2,2,2,0,0,0,3,1,0,0,1,0,0,0,1,0
MC12311,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,2,2,2,0,0,0,3,1,0,0,1,0,0,0,1,0
MC12312,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
MC1232,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0
MC1233,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,2,2,2,0,0,0,3,1,0,0,1,0,0,0,0,0
MC1234,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,2,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0
MC12341,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,2,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0
MC12342,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0
MC124,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
MC1241,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
MC12411,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0
MC12412,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
MC1242,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0
MC125,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,2,2,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0
MC1251,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
MC1252,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MC1253,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
MC126,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0
MC1261,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0
MC128,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,3,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MC1281,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,3,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MC12811,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,3,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MC12812,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,3,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MC2,3,2,2,0,2,0,0,0,3,3,3,3,3,0,2,3,3,0,3,2,0,2,0,0,3,3,3,3,0,3,2,3,3,0,0,0,3,3,3,2,3,3,0,0,2,2
MC22,3,2,2,0,2,0,0,0,3,3,3,3,3,0,2,3,3,0,3,2,0,2,0,0,3,3,3,3,0,3,2,3,3,0,0,0,3,3,3,2,3,3,0,0,2,2
MC221,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,3,3,3,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MC2211,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,3,3,3,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MC222,3,0,2,0,2,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,3,0,0,0,2,2,0,2,3,0,0,0,0,0
MC2221,3,0,2,0,2,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,3,0,0,0,2,2,0,2,3,0,0,0,0,0
MC223,3,2,0,0,0,0,0,0,3,3,3,3,3,0,2,3,3,0,3,2,0,2,0,0,3,3,3,3,0,3,2,3,3,0,0,0,3,3,3,0,0,3,0,0,2,2
MC2231,3,2,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,3,3,3,3,0,3,0,3,3,0,0,0,3,2,3,0,0,3,0,0,0,0
MC2232,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,3,3,3,3,0,3,0,3,3,0,0,0,3,3,3,0,0,3,0,0,0,0
MC2233,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,3,3,3,3,0,3,0,3,3,0,0,0,3,3,3,0,0,3,0,0,0,0
MC2234,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,3,0,3,2,0,2,0,0,3,3,3,3,0,3,0,3,3,0,0,0,3,3,3,0,0,3,0,0,0,0
MC2235,2,1,0,0,0,0,0,0,0,0,0,3,3,0,2,0,3,0,0,0,0,0,0,0,2,3,0,3,0,2,2,0,0,0,0,0,2,2,3,0,0,3,0,0,2,2
MC3,1,0,2,0,2,0,0,0,2,2,2,2,0,1,0,0,3,0,2,2,0,2,2,2,2,3,3,3,0,2,0,2,2,2,0,0,2,1,0,1,1,0,0,0,0,0
MC32,1,0,2,0,2,0,0,0,2,2,2,2,0,1,0,0,3,0,2,2,0,2,2,2,2,3,3,3,0,2,0,2,2,2,0,0,2,1,0,1,1,0,0,0,0,0
MC321,1,0,2,0,2,0,0,0,2,2,2,2,0,1,0,0,3,0,2,2,0,2,2,2,2,3,3,3,0,2,0,2,2,2,0,0,2,1,0,1,1,0,0,0,0,0
MC3211,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,1,1,0,2,2,0,1,3,3,3,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0
MC3212,1,0,1,0,1,0,0,0,2,2,2,2,0,0,0,0,3,0,2,2,0,2,2,0,1,3,3,3,0,1,0,2,2,0,0,0,2,1,0,1,1,0,0,0,0,0
MC3213,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,3,3,3,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
MC3214,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,2,3,3,3,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MC3215,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,2,3,3,3,0,1,0,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0
MC4,3,0,0,0,1,0,0,0,3,2,2,3,0,0,0,0,3,0,2,2,0,3,3,2,3,3,3,3,0,2,2,3,3,0,0,0,3,3,0,1,1,0,0,0,0,0
MC42,3,0,0,0,1,0,0,0,3,2,2,3,0,0,0,0,3,0,2,2,0,3,3,2,3,3,3,3,0,2,2,3,3,0,0,0,3,3,0,1,1,0,0,0,0,0
MC421,3,0,0,0,1,0,0,0,3,2,2,3,0,0,0,0,3,0,2,2,0,3,3,2,3,3,3,3,0,2,2,3,3,0,0,0,3,3,0,1,1,0,0,0,0,0
MC4211,2,0,0,0,1,0,0,0,2,2,2,3,0,0,0,0,3,0,2,2,0,2,2,2,2,3,3,3,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
MC42111,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,2,3,3,3,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
MC4212,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,0,2,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0
MC4213,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,3,3,3,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
MC4214,2,0,0,0,1,0,0,0,3,2,2,2,0,0,0,0,2,0,2,1,0,2,0,0,2,3,3,3,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MC4215,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,3,0,2,3,0,3,0,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
MC5,2,0,1,0,2,0,0,0,2,2,2,2,0,0,1,0,3,0,2,2,0,2,2,2,2,3,3,3,0,2,2,2,2,0,0,0,2,1,0,2,1,0,0,0,0,0
MC52,2,0,1,0,2,0,0,0,2,2,2,2,0,0,1,0,3,0,2,2,0,2,2,2,2,3,3,3,0,2,2,2,2,0,0,0,2,1,0,2,1,0,0,0,0,0
MC521,2,0,1,0,2,0,0,0,2,2,2,2,0,0,1,0,3,0,2,2,0,2,2,2,2,3,3,3,0,2,2,2,2,0,0,0,2,1,0,2,1,0,0,0,0,0
MC5211,1,0,1,0,1,0,0,0,2,2,2,2,0,0,1,0,3,0,2,2,0,2,2,0,1,3,3,3,0,1,2,2,2,0,0,0,2,1,0,1,1,0,0,0,0,0
MC5212,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,3,3,3,0,1,2,2,2,0,0,0,2,1,0,1,1,0,0,0,0,0
MC5214,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,3,3,3,0,1,2,2,2,0,0,0,2,1,0,1,1,0,0,0,0,0
MC5215,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,0,2,0,1,2,0,0,0,2,1,0,2,0,0,0,0,0,0
MC6,2,0,2,0,3,0,0,0,2,2,2,3,3,0,2,3,3,0,2,2,0,2,2,2,3,3,3,3,0,2,0,3,3,0,0,0,2,2,3,2,2,3,0,0,3,0
MC62,2,0,2,0,3,0,0,0,2,2,2,3,3,0,2,3,3,0,2,2,0,2,2,2,3,3,3,3,0,2,0,3,3,0,0,0,2,2,3,2,2,3,0,0,3,0
MC621,2,0,2,0,3,0,0,0,2,2,2,3,3,0,2,3,3,0,2,2,0,2,2,2,3,3,3,3,0,2,0,3,3,0,0,0,2,2,3,2,2,3,0,0,3,0
MC6211,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,0,2,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0
MC6212,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,3,3,3,0,2,0,2,2,0,0,0,2,0,0,2,1,0,0,0,0,0
MC6213,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,0,2,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0
MC6214,2,0,2,0,3,0,0,0,2,2,2,3,0,0,1,0,3,0,2,2,0,2,2,2,3,3,3,3,0,2,0,3,2,0,0,0,2,2,0,1,0,0,0,0,3,0
MC62141,2,0,2,0,3,0,0,0,2,2,2,3,0,0,1,0,3,0,2,2,0,2,2,2,3,3,3,3,0,2,0,3,2,0,0,0,2,2,0,1,0,0,0,0,3,0
MC6215,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,1,3,3,3,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
MC6216,2,0,0,0,2,0,0,0,2,2,2,3,3,0,0,3,0,0,2,2,0,0,0,2,3,3,3,3,0,2,0,3,3,0,0,0,0,0,3,2,2,3,0,0,3,0
MC62161,3,0,0,0,2,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,2,3,3,3,3,0,3,0,3,3,0,0,0,0,0,3,2,2,3,0,0,3,0
MC6217,2,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,3,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0
MC6218,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
MD1,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,3,2,0,2,2,0,0,0,0,0
MD12,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,3,2,0,2,2,0,0,0,0,0
MD121,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,3,2,0,2,2,0,0,0,0,0
MD1211,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,3,2,0,2,2,0,0,0,0,0
